Unnamed: 0,temperature,humidity,wind speed,precipitation (%),cloud cover,atmospheric pressure,uv index,season,visibility (km),location,weather type
3698,19.0,61,4.5,13.0,partly cloudy,1016.97,1,Autumn,7.5,inland,0
8616,24.0,68,1.5,11.0,partly cloudy,1017.39,2,Spring,6.5,inland,0
109,38.0,75,0.5,79.0,overcast,1057.69,0,Summer,10.0,inland,1
2888,34.0,56,0.5,13.0,partly cloudy,1015.77,6,Winter,7.5,inland,2
3363,23.0,68,1.0,13.0,overcast,1002.42,3,Spring,8.5,coastal,0
12036,25.0,97,14.5,97.0,clear,1022.72,5,Winter,9.5,mountain,2
10801,-4.0,89,10.5,64.0,overcast,993.11,0,Winter,1.0,inland,3
3246,10.0,86,9.5,74.0,partly cloudy,1012.65,0,Summer,2.0,mountain,1
8037,-2.0,66,2.5,58.0,overcast,993.63,1,Winter,3.5,inland,3
1295,2.0,98,6.5,89.0,overcast,995.47,1,Winter,1.5,mountain,3
166,26.0,43,7.0,18.0,partly cloudy,1024.37,5,Summer,6.0,mountain,2
9353,-9.0,60,12.0,75.0,overcast,989.71,1,Winter,3.5,inland,3
8391,26.0,76,16.5,80.0,partly cloudy,1001.17,0,Autumn,4.0,coastal,1
3596,33.0,94,12.5,91.0,partly cloudy,1009.87,0,Summer,4.0,inland,1
5553,29.0,61,14.0,55.0,overcast,1019.84,3,Winter,4.5,mountain,1
1508,10.0,97,6.0,94.0,overcast,1002.36,0,Autumn,4.5,mountain,1
5928,-6.0,90,6.5,81.0,overcast,992.62,1,Winter,4.5,inland,3
12550,27.0,68,7.0,61.0,partly cloudy,997.22,2,Summer,2.5,mountain,1
11700,29.0,47,1.0,16.0,clear,1010.88,9,Summer,7.0,inland,2
703,26.0,54,13.0,46.0,partly cloudy,1011.35,1,Autumn,6.0,mountain,0
9950,-5.0,97,10.0,78.0,overcast,980.14,1,Winter,1.5,inland,3
7499,41.0,31,9.0,8.0,clear,1021.85,7,Winter,9.0,mountain,2
6843,25.0,53,1.0,6.0,partly cloudy,1023.49,8,Autumn,8.5,coastal,2
7406,36.0,50,6.0,0.0,clear,1010.34,8,Autumn,6.5,mountain,2
4951,17.0,63,4.5,44.0,partly cloudy,1008.97,3,Spring,6.5,coastal,0
10367,-4.0,84,11.0,59.0,overcast,993.75,1,Winter,3.0,mountain,3
12325,2.0,61,3.5,88.0,overcast,982.39,0,Winter,5.0,mountain,3
10198,2.0,91,12.0,89.0,partly cloudy,984.48,0,Winter,1.0,inland,3
8989,28.0,65,15.5,64.0,overcast,998.92,2,Autumn,1.5,inland,1
10533,35.0,43,4.5,18.0,clear,1022.08,9,Summer,9.0,mountain,2
8940,30.0,60,12.0,44.0,partly cloudy,1018.78,2,Summer,7.5,mountain,0
11739,11.0,82,13.0,66.0,overcast,1003.71,3,Autumn,5.0,mountain,1
13095,15.0,89,16.0,50.0,partly cloudy,991.07,2,Autumn,4.0,mountain,1
2912,32.0,53,9.0,17.0,overcast,1004.99,1,Winter,7.5,mountain,0
4415,32.0,56,11.0,23.0,partly cloudy,1000.65,4,Spring,6.5,coastal,0
2732,12.0,71,19.5,77.0,overcast,999.29,1,Summer,5.0,coastal,1
238,-3.0,76,10.0,85.0,overcast,986.77,0,Winter,3.5,mountain,3
9942,37.0,29,8.5,19.0,partly cloudy,1019.46,10,Summer,7.0,mountain,2
7733,15.0,81,14.0,72.0,overcast,996.8,1,Autumn,2.5,inland,1
6365,17.0,70,14.0,32.0,overcast,1000.71,2,Spring,6.5,coastal,0
1017,21.0,80,13.5,59.0,overcast,998.35,0,Spring,4.5,coastal,1
7198,12.0,55,11.5,27.0,overcast,1002.75,2,Summer,5.5,mountain,0
8696,-1.0,54,10.0,99.0,partly cloudy,1080.07,0,Summer,1.0,mountain,3
299,22.0,72,11.0,23.0,overcast,1015.73,2,Winter,5.5,inland,0
2580,10.0,54,13.0,29.0,partly cloudy,1008.68,4,Spring,7.5,coastal,0
7903,27.0,62,8.5,18.0,partly cloudy,1002.01,1,Summer,7.0,mountain,0
11511,20.0,74,2.0,46.0,overcast,1012.7,1,Winter,8.5,inland,0
798,19.0,66,5.0,64.0,partly cloudy,1012.05,0,Autumn,1.0,inland,1
12367,31.0,78,7.5,80.0,overcast,1009.21,1,Winter,2.5,inland,1
6424,19.0,78,6.5,33.0,overcast,1004.21,1,Spring,8.0,inland,0
6881,26.0,65,6.0,28.0,overcast,1001.34,1,Summer,6.0,mountain,0
2047,31.0,63,2.0,21.0,partly cloudy,1000.26,2,Spring,7.5,inland,0
149,33.0,77,1.0,22.0,partly cloudy,1018.78,4,Winter,8.5,mountain,0
7414,12.0,52,10.5,37.0,overcast,1017.68,4,Autumn,6.0,mountain,0
3744,29.0,70,11.5,80.0,partly cloudy,1007.59,0,Winter,1.0,coastal,1
6375,33.0,61,18.0,89.0,overcast,991.43,2,Spring,5.0,coastal,1
3853,24.0,58,13.5,48.0,partly cloudy,1012.86,1,Winter,6.0,mountain,0
11762,35.0,59,10.0,14.0,clear,1013.84,7,Spring,9.0,mountain,2
4110,15.0,64,8.0,10.0,overcast,1016.72,4,Autumn,6.5,mountain,0
2665,44.0,60,2.0,16.0,partly cloudy,1014.04,5,Winter,10.0,coastal,2
8674,23.0,51,14.0,35.0,overcast,1008.02,2,Spring,5.5,inland,0
6252,-4.0,73,3.0,61.0,partly cloudy,996.62,0,Winter,4.0,inland,3
8477,25.0,31,4.5,13.0,clear,1026.43,5,Winter,9.5,inland,2
164,3.0,75,10.5,73.0,overcast,980.47,1,Winter,3.0,mountain,3
5474,32.0,65,7.5,9.0,clear,1022.08,6,Summer,8.5,mountain,2
6706,30.0,26,4.5,6.0,partly cloudy,1025.13,5,Spring,9.0,coastal,2
12934,-2.0,95,8.5,65.0,overcast,988.76,0,Winter,3.0,mountain,3
10966,38.0,42,4.5,0.0,partly cloudy,1012.72,5,Winter,6.0,inland,2
3203,22.0,58,9.0,11.0,partly cloudy,1015.82,3,Autumn,6.0,coastal,0
79,25.0,96,6.0,90.0,overcast,1006.67,0,Autumn,4.5,mountain,1
1703,13.0,60,1.5,31.0,overcast,1006.12,4,Autumn,6.5,coastal,0
8958,39.0,45,6.0,5.0,clear,1013.51,8,Autumn,8.0,coastal,2
12853,42.0,22,2.0,3.0,partly cloudy,1028.54,9,Autumn,6.0,mountain,2
9805,19.0,71,7.5,22.0,partly cloudy,1018.4,2,Autumn,6.5,mountain,0
3077,26.0,34,0.5,13.0,clear,1022.11,5,Spring,8.5,inland,2
845,33.0,80,9.5,53.0,overcast,994.51,2,Autumn,3.5,mountain,1
9300,24.0,68,7.0,37.0,partly cloudy,1003.7,1,Winter,5.0,mountain,0
938,36.0,58,8.0,1.0,clear,1015.16,9,Autumn,8.5,mountain,2
6684,32.0,42,0.0,16.0,clear,1018.41,6,Winter,9.5,mountain,2
10084,13.0,79,5.0,30.0,partly cloudy,1005.6,2,Summer,9.0,coastal,0
4576,12.0,89,14.5,74.0,overcast,995.19,1,Summer,1.5,inland,1
559,31.0,94,5.0,53.0,partly cloudy,1000.48,3,Winter,4.0,coastal,1
10762,31.0,59,7.5,19.0,partly cloudy,1029.01,9,Autumn,6.5,coastal,2
4087,33.0,65,14.0,14.0,overcast,1001.43,1,Winter,6.0,inland,0
5859,31.0,56,11.5,40.0,partly cloudy,1017.0,2,Spring,8.5,inland,0
2330,17.0,62,11.5,93.0,partly cloudy,1011.89,2,Summer,1.5,coastal,1
8707,24.0,47,3.0,19.0,partly cloudy,1022.97,7,Summer,7.5,inland,2
3251,12.0,81,14.5,85.0,overcast,1000.46,0,Autumn,5.0,inland,1
2145,-1.0,66,15.0,56.0,overcast,988.43,0,Winter,1.5,inland,3
3660,30.0,76,3.0,19.0,overcast,1019.94,4,Summer,5.0,coastal,0
3582,11.0,61,9.5,41.0,partly cloudy,1008.3,3,Summer,6.5,mountain,0
5079,-3.0,74,6.5,73.0,overcast,991.37,1,Winter,4.0,mountain,3
6915,35.0,50,7.0,16.0,clear,1021.36,9,Autumn,7.5,coastal,2
11372,13.0,56,10.0,47.0,partly cloudy,1014.29,4,Spring,5.5,coastal,0
5643,4.0,99,9.0,77.0,partly cloudy,981.23,0,Winter,4.0,inland,3
3199,14.0,63,12.5,16.0,partly cloudy,1003.65,3,Winter,7.5,coastal,0
611,26.0,82,18.5,90.0,overcast,994.41,2,Spring,3.0,mountain,1
615,-12.0,24,3.0,50.0,partly cloudy,1016.12,3,Summer,6.5,inland,2
857,-2.0,82,19.5,85.0,overcast,981.3,1,Winter,4.0,mountain,3
8807,16.0,97,6.0,61.0,partly cloudy,1013.49,1,Autumn,3.5,coastal,1
4821,-7.0,75,17.0,52.0,overcast,984.68,1,Winter,2.0,mountain,3
748,12.0,82,18.0,78.0,overcast,1018.01,1,Winter,4.5,coastal,1
2374,33.0,70,8.5,85.0,overcast,995.35,2,Summer,2.0,inland,1
1274,42.0,20,4.5,9.0,partly cloudy,1028.46,8,Winter,5.0,inland,2
8411,10.0,64,10.0,27.0,partly cloudy,1013.33,1,Summer,8.5,inland,0
2477,10.0,62,8.0,26.0,partly cloudy,1000.52,1,Winter,5.5,mountain,0
7875,24.0,58,9.0,3.0,clear,1016.22,6,Summer,8.0,inland,2
4737,-8.0,96,6.5,52.0,overcast,993.28,1,Winter,3.0,inland,3
2955,38.0,36,6.0,2.0,clear,1027.34,9,Winter,7.5,mountain,2
6655,20.0,80,14.0,81.0,overcast,1012.53,6,Spring,2.5,coastal,0
5501,34.0,22,9.5,5.0,clear,1016.34,7,Winter,8.5,inland,2
9430,15.0,70,13.5,31.0,overcast,1011.42,4,Summer,6.0,inland,0
13128,40.0,69,7.5,14.0,clear,1018.3,6,Autumn,6.5,mountain,2
1707,33.0,55,10.5,42.0,overcast,1017.01,4,Autumn,7.0,inland,0
8175,-8.0,69,4.0,90.0,partly cloudy,988.68,1,Winter,4.5,inland,3
1918,2.0,76,4.0,64.0,overcast,997.51,1,Winter,2.5,inland,3
1662,28.0,63,13.5,93.0,overcast,994.29,2,Autumn,3.0,mountain,1
8307,0.0,68,16.0,66.0,overcast,984.94,0,Winter,2.0,mountain,3
9863,-9.0,66,8.0,76.0,overcast,992.35,1,Winter,1.0,mountain,3
1944,12.0,60,8.0,32.0,overcast,1017.74,3,Spring,8.0,inland,0
10784,22.0,90,13.0,93.0,overcast,996.01,2,Autumn,3.5,mountain,1
12783,20.0,73,14.0,18.0,partly cloudy,1003.02,2,Autumn,6.0,mountain,0
1673,26.0,76,2.5,40.0,partly cloudy,1000.01,4,Spring,6.5,coastal,0
4916,25.0,66,3.0,2.0,clear,1016.4,7,Summer,8.0,mountain,2
3778,10.0,60,14.5,78.0,overcast,1019.93,2,Spring,2.0,coastal,1
6343,-7.0,83,8.0,77.0,overcast,981.4,1,Winter,3.5,inland,3
11625,29.0,72,9.0,20.0,overcast,1005.99,4,Winter,8.0,mountain,0
2813,31.0,70,14.5,20.0,partly cloudy,1017.94,4,Summer,8.5,inland,0
8938,29.0,67,4.5,10.0,clear,1023.75,10,Spring,6.5,mountain,2
6341,21.0,75,5.5,23.0,partly cloudy,1004.22,2,Spring,8.0,mountain,0
2929,31.0,74,13.5,35.0,overcast,1004.01,4,Winter,7.0,inland,0
12239,24.0,89,12.5,69.0,partly cloudy,995.3,3,Winter,3.5,mountain,1
6911,31.0,73,14.0,83.0,overcast,996.35,2,Autumn,3.0,mountain,1
3506,-10.0,86,19.5,79.0,partly cloudy,991.64,0,Winter,2.0,mountain,3
7172,-9.0,91,8.5,99.0,partly cloudy,997.7,0,Winter,4.5,mountain,3
6445,-8.0,87,20.0,84.0,overcast,996.86,1,Winter,3.5,mountain,3
10989,20.0,71,19.0,55.0,partly cloudy,1007.23,3,Autumn,1.5,inland,1
7003,-10.0,97,15.0,94.0,overcast,986.95,1,Winter,2.5,inland,3
7054,14.0,80,9.0,82.0,overcast,996.79,1,Summer,2.0,mountain,1
11513,26.0,57,10.0,14.0,partly cloudy,1002.74,4,Summer,9.0,mountain,0
182,-7.0,70,8.5,62.0,overcast,993.19,1,Winter,2.0,mountain,3
3533,20.0,90,17.0,75.0,overcast,1017.62,3,Winter,2.5,mountain,1
8023,30.0,71,18.0,50.0,overcast,1006.28,0,Summer,4.5,mountain,1
2599,-4.0,92,13.0,74.0,overcast,995.0,0,Winter,4.0,mountain,3
4728,16.0,62,7.5,74.0,partly cloudy,1009.72,3,Spring,5.0,inland,1
7069,25.0,53,0.5,37.0,partly cloudy,1002.8,1,Summer,8.0,coastal,0
2824,4.0,97,18.0,55.0,overcast,999.61,1,Winter,3.0,inland,3
5069,42.0,96,19.5,73.0,partly cloudy,1001.14,5,Autumn,1.5,coastal,0
12196,41.0,64,7.5,23.0,cloudy,1028.04,10,Spring,9.5,inland,3
8273,1.0,99,7.5,76.0,overcast,983.5,1,Winter,3.0,inland,3
3028,-9.0,69,3.0,90.0,overcast,986.24,0,Winter,1.5,mountain,3
5219,16.0,58,9.5,13.0,partly cloudy,1003.09,2,Autumn,8.5,coastal,0
4858,23.0,59,9.5,18.0,overcast,1017.68,1,Winter,5.5,coastal,0
1084,1.0,77,18.5,55.0,overcast,991.04,1,Winter,5.0,mountain,3
6761,34.0,63,7.0,77.0,overcast,997.25,1,Spring,3.5,inland,1
10396,34.0,63,20.0,72.0,overcast,991.86,1,Summer,3.0,inland,1
10833,34.0,54,13.0,25.0,partly cloudy,1014.59,1,Autumn,6.5,mountain,0
10026,34.0,78,7.5,58.0,overcast,1007.26,2,Winter,3.0,coastal,1
11280,11.0,63,13.0,81.0,overcast,1009.12,3,Spring,3.5,mountain,1
5957,12.0,97,15.0,82.0,partly cloudy,991.79,3,Winter,4.0,inland,1
11320,34.0,78,14.5,94.0,overcast,1014.43,3,Summer,4.5,mountain,1
5616,14.0,90,7.0,66.0,overcast,1011.74,0,Spring,4.5,mountain,1
6969,3.0,87,10.0,87.0,overcast,998.29,0,Winter,1.0,inland,3
1710,12.0,76,11.5,89.0,overcast,1013.18,1,Winter,2.5,coastal,1
2215,-7.0,99,2.5,96.0,overcast,996.58,1,Winter,2.5,mountain,3
8019,42.0,45,7.0,17.0,clear,1011.0,8,Summer,5.5,coastal,2
6016,30.0,80,10.0,73.0,overcast,997.7,1,Spring,2.5,inland,1
8662,14.0,66,6.0,12.0,partly cloudy,1019.58,1,Summer,5.5,mountain,0
2264,-3.0,61,15.5,65.0,partly cloudy,996.99,0,Winter,2.5,mountain,3
460,31.0,59,14.5,20.0,overcast,1001.96,1,Spring,7.5,mountain,0
6209,28.0,75,17.5,82.0,overcast,1018.38,0,Autumn,3.0,mountain,1
3405,12.0,76,0.5,15.0,partly cloudy,1008.33,1,Autumn,6.0,coastal,0
6658,30.0,86,11.0,63.0,overcast,1016.4,1,Spring,5.0,inland,1
214,34.0,97,17.5,76.0,overcast,1016.2,1,Summer,2.5,coastal,1
10241,28.0,60,8.0,26.0,partly cloudy,1017.02,4,Autumn,8.0,mountain,0
2606,41.0,64,3.0,11.0,partly cloudy,1018.58,7,Autumn,8.0,inland,2
11194,23.0,66,9.0,26.0,overcast,1007.19,4,Winter,5.5,coastal,0
4383,43.0,46,2.0,6.0,clear,1022.4,5,Winter,6.5,coastal,2
2386,28.0,66,18.5,94.0,partly cloudy,1004.71,2,Autumn,1.5,mountain,1
104,22.0,65,6.0,14.0,partly cloudy,1010.17,8,Autumn,7.0,coastal,2
1036,18.0,63,7.0,16.0,overcast,1009.44,1,Winter,6.5,coastal,0
11332,21.0,57,10.0,18.0,overcast,1007.84,3,Winter,5.5,inland,0
10068,19.0,56,4.5,36.0,partly cloudy,1014.84,4,Spring,8.5,inland,0
5537,4.0,78,4.5,82.0,overcast,994.91,0,Winter,4.5,mountain,3
9256,-3.0,79,7.5,98.0,overcast,993.12,1,Winter,3.0,mountain,3
7017,3.0,62,1.5,67.0,overcast,989.62,1,Winter,3.0,mountain,3
348,26.0,75,17.0,61.0,overcast,1002.64,0,Summer,1.0,coastal,1
10306,18.0,99,6.0,69.0,overcast,998.88,1,Autumn,3.0,mountain,1
5194,27.0,79,16.5,84.0,overcast,1011.66,3,Summer,3.0,mountain,1
11479,27.0,74,6.0,66.0,overcast,1016.34,2,Spring,1.5,coastal,1
755,-9.0,96,0.0,65.0,overcast,999.81,0,Winter,3.5,inland,3
3663,21.0,41,2.5,18.0,partly cloudy,1012.67,8,Summer,9.0,inland,2
2256,-8.0,90,7.0,78.0,overcast,987.97,1,Winter,4.0,inland,3
1591,21.0,57,1.0,21.0,partly cloudy,1014.06,3,Summer,7.5,inland,0
8095,13.0,90,17.0,77.0,overcast,995.15,2,Summer,4.5,mountain,1
12653,30.0,75,7.5,65.0,overcast,992.54,0,Autumn,1.5,inland,1
3759,28.0,83,5.5,96.0,overcast,999.93,3,Summer,2.0,coastal,1
9743,37.0,24,0.5,16.0,clear,1021.34,10,Autumn,9.0,mountain,2
10962,-9.0,67,18.0,99.0,overcast,994.83,1,Winter,2.0,inland,3
7726,13.0,41,7.5,87.0,partly cloudy,1026.52,5,Autumn,4.5,inland,2
10071,-8.0,78,19.5,92.0,overcast,997.49,0,Winter,4.0,inland,3
3312,22.0,51,3.0,2.0,clear,1019.86,5,Winter,8.0,inland,2
8965,2.0,69,1.0,50.0,partly cloudy,997.8,1,Winter,4.0,inland,3
5677,25.0,56,14.5,39.0,overcast,1016.0,3,Spring,7.5,mountain,0
2885,13.0,71,13.0,48.0,partly cloudy,1002.48,2,Autumn,5.5,inland,0
8894,24.0,52,11.5,49.0,partly cloudy,1019.99,2,Winter,6.0,mountain,0
8562,23.0,75,5.0,30.0,overcast,1014.99,4,Winter,8.5,inland,0
5288,-1.0,95,17.5,70.0,partly cloudy,987.64,0,Winter,3.0,inland,3
7011,27.0,76,2.0,41.0,overcast,1015.92,2,Spring,5.5,mountain,0
6088,-5.0,66,1.0,97.0,overcast,990.5,0,Winter,2.0,inland,3
5848,34.0,55,4.0,8.0,partly cloudy,1011.65,5,Winter,10.0,mountain,2
11244,29.0,70,2.5,27.0,overcast,1017.69,2,Winter,7.5,coastal,0
5258,29.0,59,3.5,5.0,clear,1015.07,10,Winter,6.5,inland,2
4851,21.0,25,5.5,6.0,clear,1015.11,5,Winter,5.5,mountain,2
13003,10.0,51,4.5,31.0,partly cloudy,1008.56,4,Autumn,9.0,coastal,0
11061,-5.0,82,6.5,56.0,overcast,990.61,1,Winter,4.5,mountain,3
6622,0.0,72,6.0,75.0,overcast,991.53,1,Winter,3.5,mountain,3
12624,24.0,84,9.0,71.0,overcast,998.08,3,Winter,1.5,mountain,1
6976,-4.0,72,15.5,52.0,overcast,986.24,0,Winter,1.0,mountain,3
3015,23.0,59,10.5,32.0,partly cloudy,1008.34,3,Winter,6.5,inland,0
4467,18.0,51,8.0,24.0,partly cloudy,1009.25,4,Autumn,8.5,coastal,0
5891,29.0,81,10.0,79.0,overcast,1004.68,2,Autumn,3.5,inland,1
5662,31.0,73,14.5,36.0,partly cloudy,1009.35,4,Spring,6.5,inland,0
2741,-8.0,86,11.0,93.0,overcast,997.5,1,Winter,2.0,inland,3
6348,40.0,59,10.0,17.0,clear,1025.55,8,Spring,10.0,coastal,2
3258,4.0,62,15.0,90.0,overcast,981.92,0,Winter,2.5,inland,3
7798,1.0,80,2.5,95.0,overcast,991.59,0,Winter,1.5,mountain,3
1909,18.0,88,7.0,65.0,overcast,995.42,2,Summer,2.0,coastal,1
5994,30.0,52,4.0,12.0,partly cloudy,1003.84,2,Winter,8.5,mountain,0
5428,22.0,58,3.5,6.0,clear,1018.93,8,Autumn,8.0,inland,2
4221,25.0,76,5.5,15.0,overcast,1001.42,1,Spring,5.0,mountain,0
7665,3.0,66,2.5,76.0,overcast,982.59,1,Winter,1.5,inland,3
11322,1.0,89,4.5,71.0,partly cloudy,997.25,0,Winter,1.5,inland,3
11638,33.0,24,4.0,19.0,partly cloudy,1018.3,6,Autumn,7.5,mountain,2
3302,12.0,65,11.5,32.0,overcast,1015.02,2,Autumn,7.5,coastal,0
9724,3.0,75,7.0,71.0,overcast,983.75,0,Winter,2.0,mountain,3
7099,15.0,65,2.5,44.0,overcast,1008.18,3,Summer,8.0,inland,0
10799,13.0,34,4.0,89.0,partly cloudy,933.62,8,Winter,5.5,coastal,3
7484,8.0,90,1.5,70.0,partly cloudy,1011.19,10,Spring,7.5,mountain,0
11571,-5.0,78,3.0,81.0,overcast,996.43,1,Winter,4.5,inland,3
3040,-7.0,67,13.5,89.0,overcast,988.88,0,Winter,2.5,mountain,3
10906,34.0,74,16.5,89.0,overcast,1004.7,2,Winter,2.5,inland,1
9244,12.0,62,10.0,43.0,partly cloudy,1008.86,3,Winter,8.0,mountain,0
9544,12.0,96,11.0,73.0,partly cloudy,1016.6,0,Winter,1.0,coastal,1
9956,4.0,92,4.5,50.0,overcast,986.9,1,Winter,4.0,inland,3
7672,22.0,90,12.5,53.0,overcast,1001.14,0,Winter,5.0,coastal,1
5692,-5.0,74,14.0,67.0,overcast,984.62,1,Winter,2.0,inland,3
7037,-8.0,97,7.0,65.0,overcast,986.4,0,Winter,4.5,mountain,3
4455,24.0,94,11.5,64.0,partly cloudy,1015.5,3,Winter,5.0,coastal,1
8149,31.0,73,12.0,80.0,overcast,1010.07,0,Spring,2.5,coastal,1
8183,17.0,80,16.0,76.0,overcast,1018.92,2,Summer,2.0,coastal,1
11595,23.0,51,6.5,28.0,partly cloudy,1006.66,3,Spring,8.5,coastal,0
6974,32.0,78,8.0,85.0,overcast,1006.8,2,Winter,2.0,coastal,1
6860,41.0,85,10.0,99.0,partly cloudy,1020.65,0,Summer,4.5,coastal,2
643,29.0,70,7.5,91.0,overcast,1019.22,2,Spring,3.0,mountain,1
8350,11.0,77,9.5,35.0,partly cloudy,1008.27,3,Spring,8.0,inland,0
7795,26.0,99,16.5,63.0,overcast,1017.33,1,Spring,3.0,inland,1
12650,13.0,54,1.0,96.0,overcast,955.55,8,Spring,3.0,inland,1
11972,-1.0,98,4.5,57.0,partly cloudy,990.09,0,Winter,4.0,inland,3
10650,12.0,57,5.0,30.0,partly cloudy,1000.37,1,Spring,8.0,inland,0
1772,15.0,89,13.0,58.0,overcast,999.24,3,Summer,4.5,mountain,1
5860,-10.0,84,18.0,89.0,overcast,984.96,1,Winter,2.5,inland,3
5608,31.0,60,3.0,47.0,partly cloudy,1012.14,4,Summer,6.5,mountain,0
3477,25.0,64,6.0,34.0,partly cloudy,1004.09,1,Autumn,7.0,mountain,0
7467,-3.0,81,19.5,75.0,overcast,986.35,0,Winter,2.5,inland,3
6106,32.0,60,19.5,59.0,overcast,1012.87,3,Winter,4.0,coastal,1
11666,29.0,43,1.0,12.0,clear,1014.4,7,Autumn,7.0,mountain,2
157,26.0,60,11.5,50.0,partly cloudy,995.67,3,Summer,3.5,inland,1
4363,-10.0,67,15.0,92.0,partly cloudy,983.74,0,Winter,4.0,mountain,3
10647,40.0,41,1.0,6.0,clear,1015.33,9,Winter,7.0,inland,2
5424,32.0,61,19.5,82.0,overcast,1000.68,1,Winter,2.0,inland,1
3044,21.0,69,6.0,45.0,overcast,1016.53,1,Winter,7.5,inland,0
4748,-3.0,83,10.5,89.0,partly cloudy,989.25,1,Winter,3.5,inland,3
9421,43.0,20,1.0,3.0,clear,1011.04,5,Autumn,6.0,mountain,2
10065,34.0,59,7.5,17.0,partly cloudy,1019.92,5,Winter,7.5,coastal,2
13106,33.0,78,11.5,21.0,partly cloudy,1014.6,2,Autumn,5.0,mountain,0
10823,28.0,40,9.0,5.0,partly cloudy,1024.52,6,Winter,9.5,inland,2
12903,22.0,66,1.0,48.0,partly cloudy,1009.04,4,Autumn,7.0,coastal,0
1846,19.0,91,15.0,61.0,overcast,1016.72,3,Summer,2.5,mountain,1
6064,14.0,73,8.0,40.0,partly cloudy,1001.7,4,Autumn,6.5,coastal,0
9482,17.0,20,0.0,55.0,partly cloudy,1064.25,4,Autumn,4.0,mountain,0
4474,1.0,62,5.0,56.0,partly cloudy,983.99,1,Winter,4.0,mountain,3
4978,14.0,66,10.5,17.0,overcast,1004.04,2,Autumn,5.5,coastal,0
64,24.0,52,9.0,29.0,partly cloudy,1007.84,1,Autumn,8.0,mountain,0
6852,28.0,63,17.0,78.0,partly cloudy,1015.86,0,Summer,4.5,mountain,1
13067,-1.0,93,0.5,96.0,overcast,986.38,6,Winter,1.5,inland,3
1117,12.0,73,13.5,17.0,overcast,1005.01,3,Winter,5.5,inland,0
7927,10.0,61,10.0,37.0,partly cloudy,1010.57,4,Winter,8.0,coastal,0
7642,25.0,42,3.5,5.0,clear,1019.29,5,Summer,6.0,mountain,2
3279,-9.0,79,2.5,56.0,overcast,995.49,1,Winter,3.0,mountain,3
642,-9.0,70,6.5,93.0,overcast,988.14,1,Winter,2.5,inland,3
3966,4.0,66,5.0,58.0,partly cloudy,982.03,0,Winter,5.0,inland,3
3706,10.0,68,4.5,11.0,overcast,1000.84,2,Summer,8.0,mountain,0
1783,-9.0,72,6.0,66.0,overcast,993.68,1,Winter,4.0,mountain,3
170,33.0,88,19.0,98.0,overcast,998.8,2,Autumn,3.0,mountain,1
2393,20.0,71,6.5,21.0,overcast,1000.6,4,Winter,6.5,coastal,0
2970,-7.0,73,4.0,65.0,overcast,989.71,0,Winter,3.0,mountain,3
4002,-9.0,84,8.0,91.0,overcast,985.71,1,Winter,5.0,inland,3
6462,21.0,53,10.0,18.0,clear,1027.11,6,Winter,5.0,coastal,2
140,0.0,64,10.5,78.0,overcast,994.62,0,Winter,3.0,mountain,3
5736,25.0,68,8.0,18.0,partly cloudy,1008.08,4,Summer,6.0,coastal,0
5779,-1.0,71,2.0,86.0,overcast,991.12,0,Winter,4.5,mountain,3
9993,17.0,88,14.5,73.0,overcast,997.35,3,Autumn,2.5,mountain,1
4076,31.0,89,19.0,72.0,overcast,1000.47,1,Summer,1.5,mountain,1
5889,-10.0,64,2.0,77.0,overcast,996.41,0,Winter,5.0,inland,3
10134,20.0,87,20.0,52.0,overcast,1014.67,1,Autumn,4.5,coastal,1
4657,-6.0,86,2.0,96.0,overcast,996.15,0,Winter,3.0,inland,3
5722,22.0,52,0.5,8.0,partly cloudy,1018.6,10,Summer,7.5,mountain,2
10479,1.0,82,13.0,99.0,overcast,988.25,10,Winter,1.5,mountain,3
4109,18.0,50,3.5,19.0,overcast,1017.8,3,Summer,7.0,inland,0
10192,20.0,67,5.0,66.0,overcast,991.65,0,Spring,5.0,coastal,1
9015,31.0,24,10.0,11.0,clear,1020.57,6,Summer,6.5,inland,2
5135,26.0,84,8.0,67.0,overcast,1013.61,1,Winter,3.5,mountain,1
5552,27.0,89,9.5,53.0,overcast,1014.06,2,Autumn,2.5,coastal,1
8401,27.0,85,6.0,77.0,partly cloudy,997.73,1,Summer,4.0,coastal,1
11485,27.0,60,8.0,92.0,overcast,991.3,2,Autumn,2.0,coastal,1
10106,4.0,70,1.0,61.0,overcast,992.37,1,Winter,2.0,mountain,3
4037,16.0,97,12.0,73.0,overcast,1012.71,0,Winter,3.5,mountain,1
10819,17.0,64,5.5,89.0,overcast,1004.85,3,Winter,3.0,mountain,1
567,16.0,79,12.5,65.0,partly cloudy,994.52,1,Spring,1.0,coastal,1
4702,37.0,77,17.0,98.0,overcast,1017.04,4,Autumn,0.0,inland,1
13172,33.0,54,0.5,15.0,clear,1012.66,7,Spring,9.0,mountain,2
6274,16.0,61,7.5,45.0,overcast,1015.05,1,Spring,7.0,mountain,0
4608,-8.0,97,3.5,61.0,partly cloudy,989.47,0,Winter,1.0,inland,3
3480,36.0,54,3.5,9.0,clear,1023.47,7,Winter,7.0,coastal,2
819,29.0,75,11.5,14.0,partly cloudy,1010.79,1,Winter,9.0,inland,0
7057,37.0,60,0.5,14.0,clear,1017.11,8,Winter,7.0,mountain,2
