,temperature,humidity,wind speed,precipitation (%),cloud cover,atmospheric pressure,uv index,season,visibility (km),location,weather type
6454,39.0,51,2.5,15.0,clear,1021.17,10,Summer,5.5,coastal,2
6455,-3.0,86,15.5,87.0,overcast,987.77,0,Winter,3.0,inland,3
6457,28.0,56,6.5,11.0,clear,1024.91,5,Winter,10.0,mountain,2
6458,25.0,79,7.0,63.0,overcast,996.44,2,Spring,4.0,coastal,1
6459,0.0,72,7.5,70.0,partly cloudy,990.77,0,Winter,1.5,mountain,3
6460,33.0,61,6.5,69.0,overcast,1008.12,1,Summer,2.5,inland,1
6462,21.0,53,10.0,18.0,clear,1027.11,6,Winter,5.0,coastal,2
6463,3.0,65,19.5,78.0,overcast,981.31,1,Winter,1.5,mountain,3
6464,32.0,62,15.0,54.0,partly cloudy,1014.33,3,Autumn,1.5,coastal,1
6465,19.0,65,7.5,39.0,partly cloudy,1009.88,4,Summer,7.0,mountain,0
6467,15.0,51,13.0,34.0,overcast,1018.72,2,Summer,8.0,coastal,0
6470,28.0,45,9.0,11.0,partly cloudy,1023.95,9,Summer,6.0,mountain,2
6471,23.0,68,15.0,96.0,partly cloudy,1009.24,0,Autumn,2.0,mountain,1
6472,40.0,32,6.5,15.0,clear,1029.8,6,Autumn,8.5,inland,2
6474,27.0,48,8.0,3.0,clear,1019.05,7,Spring,9.0,coastal,2
6475,24.0,74,5.5,35.0,overcast,1005.48,4,Summer,6.5,mountain,0
6476,11.0,73,9.5,39.0,overcast,1019.63,2,Spring,8.0,mountain,0
6477,-2.0,70,17.0,61.0,overcast,981.11,1,Winter,2.0,inland,3
6479,11.0,59,1.0,10.0,overcast,1014.57,1,Summer,7.0,coastal,0
6481,25.0,57,1.0,22.0,partly cloudy,1013.14,4,Winter,6.0,inland,0
6482,-5.0,70,1.5,59.0,partly cloudy,992.91,0,Winter,1.5,inland,3
6483,-2.0,87,3.5,59.0,overcast,998.78,1,Winter,2.0,mountain,3
6485,20.0,27,8.5,15.0,clear,1013.44,6,Summer,8.5,coastal,2
6486,1.0,60,18.5,71.0,partly cloudy,996.93,0,Winter,2.5,inland,3
6487,-9.0,93,13.5,80.0,overcast,984.79,0,Winter,2.5,mountain,3
6488,27.0,81,19.5,79.0,overcast,1006.48,2,Autumn,4.0,mountain,1
6489,24.0,42,8.0,15.0,partly cloudy,1013.56,8,Autumn,10.0,coastal,2
6491,-6.0,77,4.0,77.0,overcast,986.3,0,Winter,4.5,mountain,3
6492,24.0,63,7.5,20.0,overcast,1000.2,1,Winter,6.0,mountain,0
6494,0.0,75,3.5,56.0,overcast,997.51,0,Winter,5.0,mountain,3
6496,1.0,96,9.0,95.0,overcast,990.82,1,Winter,3.5,mountain,3
6497,26.0,88,18.5,81.0,overcast,992.92,3,Winter,4.5,inland,1
6498,30.0,76,14.5,20.0,overcast,1005.52,2,Winter,5.5,mountain,0
6499,36.0,55,1.0,19.0,clear,1024.47,10,Spring,8.5,mountain,2
6501,10.0,67,9.5,74.0,overcast,1018.43,0,Spring,1.5,coastal,1
6502,30.0,60,13.0,87.0,partly cloudy,997.88,1,Winter,3.0,inland,1
6503,27.0,40,2.5,12.0,partly cloudy,1013.41,7,Summer,8.5,mountain,2
6505,1.0,76,18.5,69.0,overcast,998.52,0,Winter,4.0,mountain,3
6506,22.0,97,7.5,73.0,overcast,1008.16,2,Winter,2.0,coastal,1
6507,41.0,41,4.5,10.0,clear,1013.37,6,Winter,9.0,coastal,2
6508,17.0,72,16.0,84.0,overcast,998.7,2,Winter,4.5,coastal,1
6509,20.0,66,13.5,11.0,partly cloudy,1003.52,2,Summer,8.0,coastal,0
6510,43.0,32,7.5,10.0,clear,1014.77,7,Spring,9.0,inland,2
6512,31.0,62,9.5,74.0,partly cloudy,1012.08,1,Spring,4.5,coastal,1
6513,25.0,62,13.5,41.0,partly cloudy,1009.99,1,Spring,8.5,mountain,0
6515,37.0,23,1.5,17.0,clear,1025.11,10,Winter,9.5,mountain,2
6517,3.0,95,10.0,67.0,overcast,988.8,1,Winter,4.5,mountain,3
6518,4.0,69,14.0,90.0,overcast,984.42,0,Winter,3.5,inland,3
6520,31.0,70,14.5,45.0,partly cloudy,1016.27,4,Spring,7.5,mountain,0
6521,32.0,63,11.5,81.0,overcast,1018.15,1,Spring,5.0,coastal,1
6522,21.0,34,6.0,7.0,partly cloudy,1015.47,9,Winter,8.0,inland,2
6523,1.0,61,10.0,89.0,overcast,988.69,0,Winter,3.0,inland,3
6524,24.0,73,14.0,38.0,partly cloudy,1017.76,2,Spring,7.5,coastal,0
6525,23.0,74,6.0,71.0,partly cloudy,1022.06,5,Spring,3.0,mountain,2
6527,-1.0,95,13.0,79.0,overcast,987.82,0,Winter,1.5,mountain,3
6529,24.0,88,17.5,58.0,overcast,1007.43,1,Spring,2.0,inland,1
6530,19.0,64,13.5,87.0,overcast,1016.73,1,Summer,4.5,inland,1
6531,44.0,42,9.0,18.0,partly cloudy,1027.68,8,Summer,6.0,coastal,2
6532,31.0,70,9.0,12.0,overcast,1017.9,2,Autumn,8.5,mountain,0
6534,25.0,55,8.0,14.0,overcast,1019.5,3,Spring,8.0,coastal,0
6535,27.0,49,7.5,15.0,clear,1025.36,6,Summer,9.5,inland,2
6536,-6.0,88,6.5,92.0,partly cloudy,993.17,1,Winter,4.0,inland,3
6537,23.0,58,12.0,27.0,partly cloudy,1013.14,4,Spring,6.5,coastal,0
6538,49.0,83,0.0,71.0,partly cloudy,1009.87,3,Autumn,10.0,inland,0
6539,2.0,85,10.5,84.0,overcast,999.56,1,Winter,4.0,inland,3
6540,-1.0,91,2.0,91.0,partly cloudy,999.65,1,Winter,3.0,inland,3
6541,3.0,75,5.5,93.0,overcast,994.31,0,Winter,2.0,inland,3
6542,32.0,53,4.5,41.0,overcast,1007.25,4,Spring,8.5,coastal,0
6543,4.0,84,1.0,78.0,overcast,983.64,0,Winter,2.5,mountain,3
6544,-8.0,61,16.5,58.0,overcast,986.3,0,Winter,2.5,inland,3
6545,30.0,97,18.0,69.0,partly cloudy,993.7,3,Spring,2.5,inland,1
6546,-8.0,87,16.5,73.0,overcast,997.9,1,Winter,5.0,inland,3
6547,40.0,97,13.0,100.0,overcast,1010.52,3,Spring,2.5,inland,0
6548,17.0,71,19.0,74.0,overcast,1001.64,3,Spring,1.5,inland,1
6549,-3.0,73,8.0,72.0,overcast,987.45,1,Winter,2.0,mountain,3
6550,25.0,49,2.0,71.0,partly cloudy,973.42,4,Summer,0.0,coastal,0
6551,13.0,99,13.0,74.0,overcast,1010.58,3,Winter,1.0,coastal,1
6554,22.0,50,4.5,41.0,partly cloudy,1007.32,4,Summer,8.5,mountain,0
6555,40.0,21,4.5,11.0,clear,1012.68,7,Spring,9.5,coastal,2
6556,4.0,99,8.0,79.0,overcast,999.79,0,Winter,5.0,inland,3
6557,-4.0,62,13.5,78.0,overcast,993.99,1,Winter,3.5,inland,3
6560,10.0,98,13.0,95.0,partly cloudy,1015.05,3,Winter,1.5,coastal,1
6561,33.0,67,13.0,32.0,partly cloudy,1000.83,1,Autumn,6.0,mountain,0
6562,31.0,50,2.0,16.0,clear,1023.9,9,Winter,10.0,coastal,2
6563,-10.0,84,14.5,78.0,overcast,990.78,1,Winter,3.5,mountain,3
6564,41.0,66,2.0,8.0,partly cloudy,1012.86,10,Summer,8.0,mountain,2
6565,0.0,96,1.5,88.0,overcast,988.22,0,Winter,2.5,mountain,3
6566,14.0,82,9.5,71.0,partly cloudy,992.51,0,Summer,3.5,mountain,1
6567,22.0,68,8.0,22.0,overcast,1001.82,1,Autumn,6.5,mountain,0
6568,-9.0,87,7.5,56.0,overcast,997.69,1,Winter,2.0,inland,3
6569,28.0,80,6.0,89.0,overcast,1004.07,0,Autumn,4.5,mountain,1
6570,-3.0,98,6.0,99.0,overcast,982.6,0,Winter,5.0,mountain,3
6571,4.0,80,10.5,50.0,overcast,982.13,1,Winter,2.0,mountain,3
6572,-3.0,74,16.5,87.0,overcast,989.04,0,Winter,3.5,mountain,3
6575,13.0,73,13.5,44.0,overcast,1013.0,1,Winter,8.0,inland,0
6576,16.0,98,14.5,93.0,overcast,991.92,1,Winter,4.5,mountain,1
6577,24.0,77,6.0,77.0,overcast,1007.29,2,Summer,3.0,coastal,1
6578,11.0,59,2.0,38.0,partly cloudy,1018.8,3,Summer,7.0,coastal,0
6579,21.0,68,5.5,15.0,clear,1020.71,10,Winter,9.0,coastal,2
6580,16.0,77,8.0,34.0,overcast,1007.74,1,Summer,7.5,coastal,0
6581,19.0,78,10.0,38.0,partly cloudy,1006.17,2,Spring,8.0,coastal,0
6583,17.0,77,7.0,59.0,overcast,997.83,2,Summer,1.5,coastal,1
6584,21.0,79,15.5,51.0,overcast,1000.96,2,Summer,3.5,coastal,1
6585,33.0,79,17.0,55.0,overcast,1014.11,1,Spring,2.5,coastal,1
6586,15.0,74,4.5,32.0,overcast,1007.64,1,Summer,7.5,inland,0
6587,18.0,65,9.5,83.0,overcast,1016.84,1,Summer,2.5,coastal,1
6588,3.0,95,16.0,82.0,overcast,992.28,1,Winter,2.0,inland,3
6589,1.0,70,19.5,93.0,overcast,995.39,0,Winter,3.5,inland,3
6593,26.0,94,8.5,91.0,overcast,1015.87,3,Summer,1.0,inland,1
6594,2.0,100,20.5,98.0,overcast,998.24,5,Winter,0.5,inland,3
6595,2.0,89,19.5,81.0,overcast,983.93,2,Winter,1.5,inland,3
6597,-8.0,65,7.0,90.0,partly cloudy,990.02,0,Winter,2.0,inland,3
6598,24.0,56,14.5,11.0,partly cloudy,1001.54,2,Winter,8.0,mountain,0
6599,33.0,98,14.0,93.0,overcast,996.33,2,Summer,4.5,mountain,1
6600,33.0,93,5.0,93.0,overcast,1009.61,2,Summer,1.5,coastal,1
6601,30.0,70,16.0,53.0,partly cloudy,1004.4,1,Winter,4.5,coastal,1
6603,4.0,96,0.0,52.0,overcast,997.85,0,Winter,5.0,mountain,3
6604,-4.0,79,14.5,83.0,partly cloudy,985.67,1,Winter,2.0,inland,3
6607,33.0,86,13.0,65.0,overcast,1016.84,3,Winter,5.0,inland,1
6611,-9.0,71,10.0,84.0,overcast,989.79,0,Winter,3.0,inland,3
6612,34.0,63,5.0,71.0,overcast,1004.06,3,Autumn,3.5,coastal,1
6613,43.0,39,0.5,6.0,clear,1013.52,5,Spring,6.0,inland,2
6614,1.0,92,3.5,95.0,overcast,994.98,1,Winter,4.0,inland,3
6615,30.0,29,0.5,13.0,partly cloudy,1013.89,6,Winter,7.0,coastal,2
6616,36.0,63,5.5,17.0,clear,1013.88,9,Summer,8.5,inland,2
6617,15.0,69,11.5,66.0,overcast,1019.72,0,Spring,2.0,mountain,1
6618,38.0,49,4.0,0.0,partly cloudy,1027.97,10,Autumn,6.0,coastal,2
6621,20.0,76,13.5,70.0,overcast,990.58,0,Summer,4.5,inland,1
6622,0.0,72,6.0,75.0,overcast,991.53,1,Winter,3.5,mountain,3
6623,-10.0,81,2.0,53.0,overcast,982.75,1,Winter,3.5,mountain,3
6624,14.0,78,0.5,15.0,partly cloudy,1001.76,2,Autumn,6.0,coastal,0
6625,0.0,86,19.5,61.0,overcast,988.05,1,Winter,4.5,mountain,3
6626,32.0,63,10.0,81.0,partly cloudy,1016.1,2,Spring,5.0,mountain,1
6627,10.0,78,16.5,65.0,partly cloudy,1013.08,0,Autumn,1.5,coastal,1
6628,39.0,64,7.0,14.0,clear,1010.59,10,Summer,9.0,inland,2
6629,21.0,71,18.0,70.0,partly cloudy,1001.17,2,Winter,3.5,inland,1
6630,-9.0,66,8.0,61.0,overcast,994.79,1,Winter,2.0,mountain,3
6631,37.0,25,6.5,14.0,clear,1019.93,5,Winter,6.5,mountain,2
6632,30.0,57,12.5,33.0,overcast,1002.2,1,Autumn,7.0,inland,0
6633,-6.0,71,17.0,94.0,partly cloudy,982.37,0,Winter,2.5,inland,3
6634,21.0,89,15.0,54.0,partly cloudy,995.68,0,Autumn,2.5,inland,1
6635,32.0,67,7.5,40.0,overcast,1016.54,2,Winter,5.5,inland,0
6636,20.0,82,11.0,99.0,partly cloudy,999.98,2,Autumn,5.0,mountain,1
6637,31.0,26,0.5,19.0,partly cloudy,1017.12,6,Spring,5.0,coastal,2
6638,0.0,75,12.5,65.0,partly cloudy,993.77,1,Winter,3.0,inland,3
6639,32.0,51,7.0,11.0,clear,1022.43,6,Winter,8.0,inland,2
6640,30.0,79,5.0,58.0,overcast,1001.2,2,Summer,2.0,mountain,1
6642,24.0,94,6.5,91.0,partly cloudy,990.86,0,Spring,2.0,inland,1
6643,33.0,79,6.5,13.0,partly cloudy,1003.69,2,Spring,8.5,coastal,0
6644,26.0,77,5.5,14.0,partly cloudy,1010.16,1,Winter,8.5,mountain,0
6645,21.0,54,11.5,16.0,partly cloudy,1010.3,3,Winter,8.0,mountain,0
6646,22.0,51,0.5,49.0,partly cloudy,1001.19,1,Autumn,9.0,inland,0
6647,-6.0,83,15.0,88.0,partly cloudy,993.8,7,Winter,1.0,inland,3
6649,21.0,76,7.0,92.0,overcast,1018.18,3,Spring,1.0,inland,1
6651,12.0,52,10.0,24.0,overcast,1000.66,3,Winter,6.5,mountain,0
6652,31.0,94,5.5,52.0,partly cloudy,1008.35,0,Autumn,1.5,mountain,1
6653,19.0,58,1.0,13.0,overcast,1019.71,1,Summer,5.5,inland,0
6654,19.0,71,4.5,22.0,partly cloudy,1001.21,3,Autumn,6.5,coastal,0
6655,20.0,80,14.0,81.0,overcast,1012.53,6,Spring,2.5,coastal,0
6656,-8.0,99,16.0,90.0,overcast,987.61,0,Winter,3.5,inland,3
6658,30.0,86,11.0,63.0,overcast,1016.4,1,Spring,5.0,inland,1
6659,22.0,77,13.5,47.0,partly cloudy,1008.99,4,Autumn,6.0,inland,0
6660,11.0,76,7.5,99.0,overcast,994.92,1,Spring,3.5,coastal,1
6661,40.0,53,8.5,17.0,clear,1024.51,7,Winter,8.5,inland,2
6662,34.0,73,2.0,41.0,overcast,1005.56,4,Spring,9.0,coastal,0
6664,21.0,91,8.5,62.0,overcast,1016.56,1,Summer,4.5,inland,1
6665,29.0,27,3.5,3.0,clear,1010.55,6,Winter,5.5,coastal,2
6667,42.0,24,3.0,12.0,partly cloudy,1023.94,6,Summer,6.5,mountain,2
6668,-6.0,97,20.0,63.0,overcast,999.09,1,Winter,1.5,inland,3
6669,25.0,87,12.0,80.0,overcast,1016.87,2,Spring,1.5,mountain,1
6670,32.0,63,4.0,18.0,clear,1014.64,5,Spring,6.0,coastal,2
6671,41.0,47,7.5,11.0,partly cloudy,1023.15,9,Winter,8.5,mountain,2
6672,22.0,65,5.5,30.0,overcast,1009.09,1,Summer,7.5,mountain,0
6673,25.0,57,11.0,14.0,overcast,1010.23,1,Summer,6.5,coastal,0
6675,33.0,22,6.5,3.0,clear,1022.31,10,Winter,7.0,inland,2
6676,28.0,68,12.0,19.0,overcast,1018.34,3,Spring,5.5,inland,0
6678,-6.0,67,16.5,92.0,overcast,991.21,1,Winter,4.0,inland,3
6679,11.0,94,9.5,77.0,partly cloudy,1013.56,0,Summer,3.0,inland,1
6680,4.0,92,13.5,85.0,overcast,996.85,1,Winter,1.5,mountain,3
6681,16.0,60,4.5,48.0,partly cloudy,1002.12,1,Autumn,6.5,mountain,0
6682,40.0,49,4.5,16.0,clear,1011.36,5,Winter,7.0,inland,2
6683,12.0,63,2.5,16.0,partly cloudy,1000.51,3,Spring,7.5,inland,0
6684,32.0,42,0.0,16.0,clear,1018.41,6,Winter,9.5,mountain,2
6685,3.0,67,18.5,93.0,overcast,980.05,1,Winter,2.5,inland,3
6687,-7.0,77,6.5,73.0,overcast,985.62,0,Winter,1.5,inland,3
6689,-10.0,67,9.5,94.0,overcast,985.76,1,Winter,3.0,mountain,3
6691,42.0,40,6.0,10.0,clear,1027.1,8,Winter,5.5,inland,2
6692,2.0,96,10.0,50.0,overcast,988.94,1,Winter,3.5,mountain,3
6693,4.0,78,15.0,62.0,overcast,997.87,0,Winter,2.5,mountain,3
6694,22.0,64,16.0,89.0,partly cloudy,1006.88,2,Spring,2.5,mountain,1
6695,29.0,31,9.5,18.0,clear,1028.49,9,Winter,5.5,mountain,2
6696,30.0,81,9.5,72.0,overcast,1014.52,3,Summer,4.5,mountain,1
6697,34.0,63,13.5,89.0,overcast,992.12,1,Winter,3.0,coastal,1
6698,41.0,24,10.0,19.0,clear,1027.07,7,Summer,9.5,coastal,2
6699,38.0,20,1.5,5.0,partly cloudy,1020.81,8,Summer,6.0,mountain,2
6700,27.0,80,14.5,75.0,overcast,996.26,1,Summer,4.0,mountain,1
6701,41.0,26,0.5,8.0,partly cloudy,1029.64,9,Autumn,9.5,mountain,2
6702,30.0,65,11.0,29.0,partly cloudy,1014.34,3,Autumn,8.5,coastal,0
6704,34.0,70,13.5,93.0,partly cloudy,990.02,1,Winter,3.0,inland,1
6706,30.0,26,4.5,6.0,partly cloudy,1025.13,5,Spring,9.0,coastal,2
6708,27.0,67,0.5,2.0,clear,1010.91,8,Spring,6.5,mountain,2
6709,30.0,52,6.0,27.0,overcast,1013.51,1,Summer,8.5,coastal,0
6710,16.0,81,20.0,88.0,overcast,992.17,2,Winter,3.0,inland,1
6711,22.0,46,9.5,17.0,partly cloudy,1011.02,10,Summer,6.5,mountain,2
6712,43.0,37,2.5,3.0,clear,1012.08,5,Autumn,7.5,mountain,2
6713,-7.0,82,16.0,92.0,overcast,989.51,1,Winter,4.0,mountain,3
6714,19.0,62,1.0,42.0,overcast,1001.33,1,Spring,8.0,coastal,0
6715,42.0,39,4.0,19.0,clear,1021.36,9,Winter,8.5,inland,2
6716,27.0,37,6.5,13.0,clear,1026.07,7,Summer,7.5,inland,2
6717,14.0,73,5.0,84.0,overcast,1007.32,0,Summer,2.0,coastal,1
6718,10.0,94,11.5,75.0,overcast,1001.35,3,Winter,3.0,mountain,1
6719,19.0,92,15.5,72.0,overcast,998.75,2,Winter,4.5,inland,1
6720,29.0,69,13.5,88.0,overcast,993.87,3,Spring,3.5,coastal,1
6722,24.0,51,10.5,37.0,partly cloudy,1009.55,4,Autumn,8.0,coastal,0
6723,18.0,70,12.5,77.0,partly cloudy,1010.19,1,Summer,1.0,inland,1
6724,10.0,72,6.5,64.0,overcast,997.32,2,Winter,4.5,mountain,1
6725,10.0,81,8.0,93.0,overcast,991.99,3,Spring,4.5,mountain,1
6726,27.0,35,9.5,19.0,clear,1014.96,7,Autumn,7.5,mountain,2
6727,25.0,60,1.5,16.0,clear,1014.47,5,Autumn,9.5,coastal,2
6728,22.0,48,8.5,82.0,partly cloudy,1002.55,10,Autumn,1.5,coastal,3
6729,36.0,33,0.5,16.0,partly cloudy,1014.17,8,Autumn,6.0,mountain,2
6731,15.0,63,6.5,61.0,overcast,1015.01,3,Winter,1.0,mountain,1
6733,34.0,61,5.5,19.0,clear,1013.71,10,Summer,9.5,mountain,2
6734,29.0,57,6.0,8.0,clear,1029.78,10,Winter,9.5,coastal,2
6736,46.0,100,13.0,96.0,partly cloudy,1025.07,0,Summer,5.0,inland,2
6737,-4.0,63,14.5,83.0,partly cloudy,982.33,1,Winter,2.0,mountain,3
6740,32.0,56,12.5,28.0,partly cloudy,1002.97,1,Summer,7.5,coastal,0
6742,27.0,99,8.0,87.0,overcast,1000.2,2,Autumn,2.0,mountain,1
6743,-9.0,62,8.0,63.0,overcast,983.09,0,Winter,3.0,mountain,3
6745,-7.0,99,1.0,51.0,overcast,991.85,0,Winter,3.0,mountain,3
6746,-3.0,61,11.5,82.0,partly cloudy,999.56,0,Winter,3.5,mountain,3
6747,-7.0,92,7.0,85.0,overcast,984.28,1,Winter,1.5,inland,3
6748,13.0,93,8.0,64.0,partly cloudy,990.97,0,Spring,1.5,inland,1
6749,22.0,63,14.5,93.0,overcast,997.29,0,Spring,3.0,mountain,1
6750,24.0,62,7.0,40.0,overcast,1009.39,1,Spring,8.5,inland,0
6751,47.0,99,2.0,75.0,partly cloudy,1021.02,7,Autumn,4.0,inland,2
6753,21.0,67,17.5,77.0,partly cloudy,1005.65,3,Autumn,3.5,inland,1
6755,21.0,58,4.0,36.0,overcast,1014.12,2,Summer,8.5,mountain,0
6756,23.0,75,14.5,74.0,overcast,1013.33,3,Winter,1.5,coastal,1
6757,28.0,96,15.5,71.0,partly cloudy,1008.96,2,Winter,1.0,coastal,1
6759,41.0,83,1.5,88.0,clear,1015.85,4,Summer,3.0,inland,2
6760,4.0,79,10.0,57.0,overcast,992.88,0,Winter,1.5,inland,3
6761,34.0,63,7.0,77.0,overcast,997.25,1,Spring,3.5,inland,1
6762,10.0,94,14.0,62.0,overcast,996.24,3,Summer,4.0,inland,1
6765,34.0,86,11.0,90.0,overcast,1014.39,0,Winter,4.0,coastal,1
6766,3.0,81,7.0,76.0,overcast,995.79,1,Winter,2.5,inland,3
6767,35.0,29,0.0,3.0,clear,1021.91,7,Winter,9.5,inland,2
6768,23.0,55,13.0,40.0,partly cloudy,1000.59,2,Winter,7.0,coastal,0
6770,-2.0,67,5.0,55.0,overcast,981.36,1,Winter,2.0,mountain,3
6771,-4.0,80,8.0,84.0,overcast,990.41,0,Winter,3.5,mountain,3
6773,21.0,65,10.0,32.0,partly cloudy,1010.16,2,Summer,7.0,inland,0
6774,-8.0,84,19.5,89.0,overcast,985.27,1,Winter,3.5,mountain,3
6775,12.0,72,8.5,92.0,overcast,1017.44,1,Spring,2.5,mountain,1
6776,19.0,88,13.0,79.0,overcast,995.25,1,Spring,4.0,coastal,1
6777,30.0,73,17.5,52.0,overcast,995.78,1,Summer,1.0,mountain,1
6778,31.0,63,7.5,9.0,clear,1020.02,8,Summer,6.5,mountain,2
6779,4.0,91,17.5,85.0,overcast,985.71,1,Winter,3.5,mountain,3
6781,22.0,66,2.0,7.0,clear,1010.03,5,Winter,6.5,coastal,2
6782,24.0,68,0.5,26.0,overcast,1013.91,2,Spring,7.0,inland,0
6783,31.0,65,7.0,82.0,partly cloudy,995.05,0,Summer,2.0,coastal,1
6784,13.0,92,18.0,70.0,overcast,1008.62,1,Summer,2.0,coastal,1
6785,21.0,96,16.0,56.0,partly cloudy,1019.2,2,Summer,2.5,mountain,1
6786,24.0,62,4.0,11.0,partly cloudy,1006.02,4,Spring,9.0,coastal,0
6787,42.0,44,6.5,16.0,clear,1010.62,10,Winter,6.5,inland,2
6789,15.0,63,9.5,26.0,partly cloudy,1013.94,1,Winter,8.0,coastal,0
6790,14.0,70,8.0,66.0,overcast,993.43,0,Summer,3.0,inland,1
6791,17.0,59,3.5,41.0,partly cloudy,1015.78,2,Winter,6.0,mountain,0
6792,15.0,81,9.0,60.0,overcast,1013.23,0,Autumn,2.5,coastal,1
6794,36.0,64,7.5,6.0,clear,1010.63,6,Spring,8.0,inland,2
6795,11.0,74,6.5,45.0,partly cloudy,1017.15,1,Summer,7.0,inland,0
6797,37.0,41,0.5,17.0,clear,1027.52,7,Spring,7.0,inland,2
6798,-6.0,70,3.5,82.0,partly cloudy,996.19,1,Winter,4.0,mountain,3
6800,28.0,48,8.5,14.0,clear,1010.68,8,Winter,6.0,inland,2
6803,24.0,100,14.5,70.0,partly cloudy,1011.68,4,Autumn,2.0,coastal,0
6804,21.0,70,11.5,13.0,partly cloudy,1014.69,3,Spring,8.5,mountain,0
6805,23.0,92,6.5,63.0,overcast,997.02,1,Winter,5.0,coastal,1
6806,23.0,86,12.0,52.0,partly cloudy,1006.72,0,Spring,3.0,coastal,1
6807,23.0,67,13.0,15.0,overcast,1013.31,2,Autumn,9.0,coastal,0
6808,40.0,23,4.0,4.0,partly cloudy,1013.37,8,Summer,8.0,mountain,2
6809,11.0,70,5.5,92.0,overcast,1018.07,2,Winter,2.5,inland,1
6811,26.0,62,0.0,10.0,partly cloudy,1018.41,2,Spring,7.5,mountain,0
6812,26.0,74,3.5,32.0,overcast,1002.49,1,Winter,8.5,coastal,0
6813,-10.0,84,14.0,96.0,partly cloudy,981.21,0,Winter,1.5,mountain,3
6814,18.0,74,9.0,32.0,overcast,1017.4,2,Autumn,8.5,coastal,0
6815,-8.0,62,16.0,65.0,overcast,993.13,1,Winter,2.0,inland,3
6816,32.0,63,6.0,41.0,partly cloudy,1005.1,4,Autumn,9.0,coastal,0
6817,21.0,96,11.5,70.0,overcast,1013.99,1,Winter,4.0,inland,1
6818,-3.0,61,1.5,50.0,overcast,990.06,1,Winter,4.0,mountain,3
6819,31.0,42,4.0,5.0,clear,1015.4,7,Autumn,7.5,mountain,2
6820,42.0,85,14.0,81.0,overcast,1019.37,1,Spring,8.0,coastal,0
6821,3.0,95,1.0,81.0,partly cloudy,992.39,1,Winter,2.5,mountain,3
6822,15.0,85,16.5,93.0,overcast,1010.45,3,Spring,3.0,mountain,1
6824,-4.0,93,1.0,60.0,overcast,991.4,1,Winter,2.5,inland,3
6825,-4.0,71,0.5,99.0,overcast,997.13,0,Winter,2.5,mountain,3
6827,28.0,31,2.5,4.0,clear,1021.62,6,Spring,8.5,mountain,2
6828,24.0,58,0.5,17.0,overcast,1015.72,4,Summer,7.5,coastal,0
6829,28.0,54,1.0,41.0,partly cloudy,1014.57,1,Winter,6.0,coastal,0
6832,-10.0,91,16.5,85.0,overcast,996.48,1,Winter,2.5,mountain,3
6833,16.0,60,12.0,48.0,partly cloudy,1019.86,4,Winter,7.5,coastal,0
6835,28.0,58,0.0,38.0,partly cloudy,1016.48,2,Autumn,5.5,mountain,0
6836,-6.0,67,4.5,70.0,overcast,994.95,1,Winter,3.5,mountain,3
6837,21.0,81,7.5,98.0,overcast,1008.43,0,Winter,1.5,coastal,1
6838,-9.0,70,15.5,85.0,overcast,982.06,0,Winter,4.0,inland,3
6840,25.0,67,1.5,28.0,overcast,1016.65,2,Spring,8.5,mountain,0
6842,29.0,44,1.0,14.0,clear,1027.36,8,Winter,5.5,mountain,2
6843,25.0,53,1.0,6.0,partly cloudy,1023.49,8,Autumn,8.5,coastal,2
6844,0.0,78,15.0,97.0,overcast,982.77,0,Winter,2.0,mountain,3
6845,26.0,75,0.0,92.0,overcast,1002.58,0,Winter,9.5,inland,0
6846,39.0,50,5.5,10.0,clear,1025.01,8,Summer,6.5,mountain,2
6847,42.0,67,8.5,0.0,clear,1016.96,6,Summer,6.0,inland,2
6849,-6.0,99,10.0,77.0,overcast,988.12,0,Winter,2.5,inland,3
6851,18.0,52,5.0,25.0,partly cloudy,1014.04,4,Winter,7.0,inland,0
6852,28.0,63,17.0,78.0,partly cloudy,1015.86,0,Summer,4.5,mountain,1
6853,1.0,98,6.5,96.0,partly cloudy,986.88,0,Winter,4.5,mountain,3
6854,31.0,74,5.5,75.0,partly cloudy,994.68,2,Autumn,4.0,mountain,1
6855,14.0,68,16.0,59.0,partly cloudy,1004.21,0,Spring,3.5,coastal,1
6857,-4.0,84,16.5,52.0,overcast,994.16,0,Winter,5.0,mountain,3
6858,18.0,54,13.5,43.0,overcast,1014.61,2,Winter,7.5,mountain,0
6859,-8.0,76,18.0,89.0,overcast,983.43,0,Winter,3.0,mountain,3
6860,41.0,85,10.0,99.0,partly cloudy,1020.65,0,Summer,4.5,coastal,2
6861,13.0,20,3.5,35.0,cloudy,1056.62,1,Spring,1.0,inland,1
6862,34.0,29,5.5,13.0,clear,1027.83,5,Spring,7.5,inland,2
6863,21.0,60,17.5,84.0,overcast,1018.89,0,Summer,3.0,inland,1
6865,27.0,93,6.5,80.0,partly cloudy,1002.11,3,Autumn,1.5,mountain,1
6866,17.0,95,15.0,57.0,overcast,1009.1,2,Autumn,4.5,inland,1
6867,19.0,77,15.0,88.0,overcast,1012.0,0,Autumn,4.5,inland,1
6868,21.0,73,11.5,85.0,overcast,1006.09,2,Spring,5.5,inland,1
6869,-10.0,67,14.0,89.0,partly cloudy,992.78,1,Winter,4.0,inland,3
